"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x6eddd8fa0acf47c46cb4df8f1da551c5c4e783d9b2840e75242f990d15f0ecbf","14210096","1644920009","2022-02-15 10:13:29","0x75a5c91f9e0b93ff55d933f82f85512820a87d5d","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","40.935970272","Stake"
"0x6eddd8fa0acf47c46cb4df8f1da551c5c4e783d9b2840e75242f990d15f0ecbf","14210096","1644920009","2022-02-15 10:13:29","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","40.935970272","Stake"
"0xb1523c92c03bdd3d46167c76853eab81490fb1e74cd423c1f23276dd369057ff","14210098","1644920031","2022-02-15 10:13:51","0x40da1406eeb71083290e2e068926f5fc8d8e0264","0x220bda5c8994804ac96ebe4df184d25e5c2196d4","150","-"
"0xb1523c92c03bdd3d46167c76853eab81490fb1e74cd423c1f23276dd369057ff","14210098","1644920031","2022-02-15 10:13:51","0x220bda5c8994804ac96ebe4df184d25e5c2196d4","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","60","-"
"0xb1523c92c03bdd3d46167c76853eab81490fb1e74cd423c1f23276dd369057ff","14210098","1644920031","2022-02-15 10:13:51","0x220bda5c8994804ac96ebe4df184d25e5c2196d4","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","90","-"
"0x593bfaef99e64776a368dd21ac6c14236f195c1b663d4c9daef59f9b960a42f5","14210098","1644920031","2022-02-15 10:13:51","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x2c8bca20f420ec31e9f9cd2388c59650ab959791","0.425968533","Multicall"
"0xde1f7851b251332fbf88abf55f3182d3af03c77e17d9b6b144b931a7edcb6d72","14210100","1644920094","2022-02-15 10:14:54","0x737119790f6e0f85451ab200759f8efa144dcd43","0x8c227015c5bba31c4c718d22e7fec8e24d82ba3d","34.424460506","Multicall"
"0xde1f7851b251332fbf88abf55f3182d3af03c77e17d9b6b144b931a7edcb6d72","14210100","1644920094","2022-02-15 10:14:54","0x8c227015c5bba31c4c718d22e7fec8e24d82ba3d","0x55b2d13031eb53831e3bb30a67f8d810e85a3d45","34.424460506","Multicall"
"0xde1f7851b251332fbf88abf55f3182d3af03c77e17d9b6b144b931a7edcb6d72","14210100","1644920094","2022-02-15 10:14:54","0x55b2d13031eb53831e3bb30a67f8d810e85a3d45","0xc7da94cf9fa60b96b8ac3caf9587ec71dd664b3e","34.424460506","Multicall"
"0xde1f7851b251332fbf88abf55f3182d3af03c77e17d9b6b144b931a7edcb6d72","14210100","1644920094","2022-02-15 10:14:54","0xc7da94cf9fa60b96b8ac3caf9587ec71dd664b3e","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","34.424460506","Multicall"
"0x42dda3d2de7d558475de2f6900ebbfae8daf4eb68dabe9d7753a194a70161b5e","14210101","1644920130","2022-02-15 10:15:30","0x40da1406eeb71083290e2e068926f5fc8d8e0264","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","531.135830504","Stake"
"0x42dda3d2de7d558475de2f6900ebbfae8daf4eb68dabe9d7753a194a70161b5e","14210101","1644920130","2022-02-15 10:15:30","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","531.135830504","Stake"
"0xb5cee14255d4c87ccf25dcae2aca20b07bcf4e776f544747ffcde15746eda681","14210110","1644920279","2022-02-15 10:17:59","0x63cc48a6725eb5f1ad360b286c85e0c7581937b8","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","16.16912179","Stake"
"0xb5cee14255d4c87ccf25dcae2aca20b07bcf4e776f544747ffcde15746eda681","14210110","1644920279","2022-02-15 10:17:59","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","16.16912179","Stake"
"0x884d2af956fbfdb81c44f47062c3032c69bcb692f13eba329c3d33ad16878d80","14210136","1644920643","2022-02-15 10:24:03","0xc0d4ceb216b3ba9c3701b291766fdcba977cec3a","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","1,910.152220367","Unstake"
"0x884d2af956fbfdb81c44f47062c3032c69bcb692f13eba329c3d33ad16878d80","14210136","1644920643","2022-02-15 10:24:03","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0x8da569d15927fa12bcb078244ac9121c70023ba3","38.673634504","Unstake"
"0x2afbf7b8943ed76aeb9e0ce0418dda71aaf69744c2746e71ffaf10f64c7245a4","14210141","1644920721","2022-02-15 10:25:21","0x8da569d15927fa12bcb078244ac9121c70023ba3","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","38.673634504","Multicall"
"0x7379d2e8af20a0ca6bde23b6e2c0117122261dae859eddc1f66dba1b8e40bc35","14210142","1644920750","2022-02-15 10:25:50","0xc0d4ceb216b3ba9c3701b291766fdcba977cec3a","0x737119790f6e0f85451ab200759f8efa144dcd43","355.712484111","Deposit"
"0x7379d2e8af20a0ca6bde23b6e2c0117122261dae859eddc1f66dba1b8e40bc35","14210142","1644920750","2022-02-15 10:25:50","0x737119790f6e0f85451ab200759f8efa144dcd43","0xa52fd396891e7a74b641a2cb1a6999fcf56b077e","30.720623627","Deposit"
"0x7379d2e8af20a0ca6bde23b6e2c0117122261dae859eddc1f66dba1b8e40bc35","14210142","1644920750","2022-02-15 10:25:50","0x737119790f6e0f85451ab200759f8efa144dcd43","0x31f8cc382c9898b273eff4e0b7626a6987c846e8","1.616874927","Deposit"
"0x4c23f99b174f21d1dc622e6f6d7ab99a737132de82ef4f09259647827052c695","14210142","1644920750","2022-02-15 10:25:50","0x2c8bca20f420ec31e9f9cd2388c59650ab959791","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0.425968533","Stake"
"0x4c23f99b174f21d1dc622e6f6d7ab99a737132de82ef4f09259647827052c695","14210142","1644920750","2022-02-15 10:25:50","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0.425968533","Stake"
"0xdb2fe121587d7bdd97c8565ab036f03878a712838051c4c7f62a2096f6fba90e","14210202","1644921445","2022-02-15 10:37:25","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","0x15342a35ce7f32e4884779de383e77ef4661c54a","27.430779226","Swap Exact ETH For Tokens"
"0xe6675a561dc896bb844b5a4add27077320dfc168939443c424b513beba1e44cd","14210213","1644921540","2022-02-15 10:39:00","0x15342a35ce7f32e4884779de383e77ef4661c54a","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","27.430779226","Stake"
"0xe6675a561dc896bb844b5a4add27077320dfc168939443c424b513beba1e44cd","14210213","1644921540","2022-02-15 10:39:00","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","27.430779226","Stake"
"0xe47383b4d93d95364a0f7397c2455e34bf068d5d08b76e3a8217a25ff9ce676e","14210230","1644921823","2022-02-15 10:43:43","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x796dab903a1e0140b2625899b0361d85d05eaf0f","7.210014414","Multicall"
"0x72c71d19147d1c050660afd3928696ed325cf4c63328fce074e6ec290a73250c","14210239","1644921922","2022-02-15 10:45:22","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x796dab903a1e0140b2625899b0361d85d05eaf0f","7.148598492","Multicall"
"0x8a676fcb7b4d9b0ef47336df32a3b323774e72f1b80a07acd02f3f8d00a2badd","14210239","1644921922","2022-02-15 10:45:22","0xd094aae754ba7c9e3427217d1ed6608207368953","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0.83","Stake"
"0x8a676fcb7b4d9b0ef47336df32a3b323774e72f1b80a07acd02f3f8d00a2badd","14210239","1644921922","2022-02-15 10:45:22","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0.83","Stake"
"0x65b1c0fb856fb4ed4fa3502ac785ae2207abd8aea695cfddd1e5353888bb8ee8","14210239","1644921922","2022-02-15 10:45:22","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0x40da1406eeb71083290e2e068926f5fc8d8e0264","544.575256446","Unstake"
"0xb1298cb20f9993a7c13f9ffdf0c49195ccdb0d0cbef1099e28e0d05fafaa00a6","14210240","1644921950","2022-02-15 10:45:50","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","2.010619283","Unwrap To BTRFLY"
"0xb1298cb20f9993a7c13f9ffdf0c49195ccdb0d0cbef1099e28e0d05fafaa00a6","14210240","1644921950","2022-02-15 10:45:50","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","0x471e851abc0839b05a31919ed2423a2d60401ea6","2.010619283","Unwrap To BTRFLY"
"0x04c435242f8d33db60e30c9590772c8b34715b7bfdd724e913091f3a2e07023c","14210243","1644922040","2022-02-15 10:47:20","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0x3a47e0b5fa2f556376be88db37e8cea36f7f0e18","2","Unstake"
"0x31ff27cbed23ebdcfc6fca6d5c02f6224cb42732918541fc084246739e61cd0b","14210251","1644922142","2022-02-15 10:49:02","0x471e851abc0839b05a31919ed2423a2d60401ea6","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","2.010619283","Multicall"
"0x274161373fd91647079cae4f1413299cd8a235748dd3458384f465c295941c96","14210257","1644922178","2022-02-15 10:49:38","0x3a47e0b5fa2f556376be88db37e8cea36f7f0e18","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","2","Multicall"
"0x21398a7463f81b5c67b3b0c3d52481845a7e7e9afb6df51b306552456fa8891d","14210274","1644922381","2022-02-15 10:53:01","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0xbfba29fe8d121b78081e9f44da45f5ca460e2359","7.740600715","Sell Token For Token To Uniswap V3"
"0xc90c8de8ff3d7659a5833f89066701745e346ec7cf25093caaa1ebc70e86330d","14210281","1644922426","2022-02-15 10:53:46","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0xa150c61f207b96ad865bc01d036158297c66f289","7.039931307","Sell Token For Token To Uniswap V3"
"0x882c9252b0b13c67f829abdb1eadfa7d596f1e5ef43b25699cc1293ff88e46f4","14210289","1644922528","2022-02-15 10:55:28","0xa150c61f207b96ad865bc01d036158297c66f289","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","7.039931307","Stake"
"0x882c9252b0b13c67f829abdb1eadfa7d596f1e5ef43b25699cc1293ff88e46f4","14210289","1644922528","2022-02-15 10:55:28","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","7.039931307","Stake"
"0x5ef0bb510a7aa16dab990611921653d79ffb059af46abe523a2c5e641a553433","14210291","1644922589","2022-02-15 10:56:29","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","0x220bda5c8994804ac96ebe4df184d25e5c2196d4","60.996624768","-"
"0x5ef0bb510a7aa16dab990611921653d79ffb059af46abe523a2c5e641a553433","14210291","1644922589","2022-02-15 10:56:29","0x220bda5c8994804ac96ebe4df184d25e5c2196d4","0x1111111254fb6c44bac0bed2854e76f90643097d","60.996624768","-"
"0x5ef0bb510a7aa16dab990611921653d79ffb059af46abe523a2c5e641a553433","14210291","1644922589","2022-02-15 10:56:29","0x1111111254fb6c44bac0bed2854e76f90643097d","0x9008d19f58aabd9ed0d60971565aa8510560ab41","60.996624768","-"
"0x5ef0bb510a7aa16dab990611921653d79ffb059af46abe523a2c5e641a553433","14210291","1644922589","2022-02-15 10:56:29","0x9008d19f58aabd9ed0d60971565aa8510560ab41","0x73f5a9689a3c03fa96cd26723faf0393d066f6d1","60.996624767","-"
"0x5aee3696e9b7112a17b66a43f45020fc8c750a4e2789a224b7c37cf4a556c688","14210292","1644922613","2022-02-15 10:56:53","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0xe4997f170b9ddfebab707025d8321e79d6a958a3","7","Unstake"
"0x995e11b6193ab8388eff9a487813683426c5dc14641a0c461fb6aa1251f05301","14210292","1644922613","2022-02-15 10:56:53","0xbfba29fe8d121b78081e9f44da45f5ca460e2359","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","7.740600715","Wrap From BTRFLY"
"0x995e11b6193ab8388eff9a487813683426c5dc14641a0c461fb6aa1251f05301","14210292","1644922613","2022-02-15 10:56:53","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","7.740600715","Wrap From BTRFLY"
"0x4c7710729319d556173cb3a6be7e632b9317391f1e2739fa0677069f2c01542f","14210297","1644922676","2022-02-15 10:57:56","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0xdf1885f32bc8682e7f8b3c0cae71c56e5693391f","5","Unstake"
"0x837c41aec9d7d6b5b80ebd70abe986b5dcf1e9db44d59a803c212b5d7809c0b3","14210297","1644922676","2022-02-15 10:57:56","0x73f5a9689a3c03fa96cd26723faf0393d066f6d1","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","60.996624767","Stake"
"0x837c41aec9d7d6b5b80ebd70abe986b5dcf1e9db44d59a803c212b5d7809c0b3","14210297","1644922676","2022-02-15 10:57:56","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","60.996624767","Stake"
"0xb5572c809f49b118c474de4f63e427d5c4be93cc1536b5c195fc6bbf04d8fdbc","14210310","1644922865","2022-02-15 11:01:05","0xe4997f170b9ddfebab707025d8321e79d6a958a3","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","7","-"
"0x3d476f3e9aaa301945d55626e7a3e9613a050c5cfe755127cad2cf64f272a15b","14210321","1644923044","2022-02-15 11:04:04","0xdf1885f32bc8682e7f8b3c0cae71c56e5693391f","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","5","Multicall"
"0x167b31de20a8c587249c8bc03f90896a86636af2025ec3f476de29f06022038e","14210338","1644923262","2022-02-15 11:07:42","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0xf77ccbd391751c9b53805c7052985f7b05fd70ab","32.198462805","Multicall"
"0xcbdb1b3e0a759a5b9fbf83e0a890b3b659c631a1ca1bfd766095f943a53870e3","14210345","1644923331","2022-02-15 11:08:51","0xf77ccbd391751c9b53805c7052985f7b05fd70ab","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","32.198462805","Stake"
"0xcbdb1b3e0a759a5b9fbf83e0a890b3b659c631a1ca1bfd766095f943a53870e3","14210345","1644923331","2022-02-15 11:08:51","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","32.198462805","Stake"
"0x547f9727a2b538e6d43b5d570333984df1ac1edfa1c5a1f0165468ee82feb6c6","14210378","1644923769","2022-02-15 11:16:09","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0xb6af30b4554c58360e37358b08ed7a6b1e8ade44","2","Multicall"
"0xf86d3c69669cc886aae915455d10ecaa6a3b8e5b01d1e400c397afc04de67f72","14210380","1644923779","2022-02-15 11:16:19","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x40ac4c449f5f7c3319d2762c978b0a547c81fc16","43.872187218","Multicall"
"0x54b9b307ce1eb1e657190fcab291129ab1f598f04ddb3d908fb09214baeedc71","14210406","1644924044","2022-02-15 11:20:44","0xb6af30b4554c58360e37358b08ed7a6b1e8ade44","0xc1d7fd5c27eb8dbf3de859435fb1203564f97b7d","2","Transfer"
"0xee539fbd1a74f2bfd6ddf5b8268fd9d492af44ee9a1cdf1d8a5d709380d09516","14210406","1644924044","2022-02-15 11:20:44","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x796dab903a1e0140b2625899b0361d85d05eaf0f","29.637307324","Multicall"
"0xf60fc44a4a7febdf281c59e715748ec83888b7540431d5f3c0dc3f7701b86040","14210415","1644924154","2022-02-15 11:22:34","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x24c0019d5e632501afc98b47b8d0fcdaedc61734","22.125138883","Multicall"
"0xbeef33b74ce39e12cfbe04b02f68c11477f696e49307730b83aa7fa989bb229e","14210416","1644924158","2022-02-15 11:22:38","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","8.935165313","-"
"0x052bf81c37f91bbd726a5edb32e628eab1617bd10fc63f42ec565b99acd47e89","14210420","1644924256","2022-02-15 11:24:16","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0xfd73b58176d245aaed07a16361ebf4484016883f","58.91982751","Sell Token For Token To Uniswap V3"
"0x497f32147090c574c7002a7a4fcfe75b409ef5d5e9bc562aca2af4f14daf8bd7","14210420","1644924256","2022-02-15 11:24:16","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","0x0000000000005117dd3a72e64a705198753fdd54","31.981610129","-"
"0x497f32147090c574c7002a7a4fcfe75b409ef5d5e9bc562aca2af4f14daf8bd7","14210420","1644924256","2022-02-15 11:24:16","0x0000000000005117dd3a72e64a705198753fdd54","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","31.981610129","-"
"0x5fc926eb1b0c5333b98d6821bf9a7d49ddc1a4635dd65a547f3d7a1083db1153","14210422","1644924279","2022-02-15 11:24:39","0x40ac4c449f5f7c3319d2762c978b0a547c81fc16","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","43.87","Stake"
"0x5fc926eb1b0c5333b98d6821bf9a7d49ddc1a4635dd65a547f3d7a1083db1153","14210422","1644924279","2022-02-15 11:24:39","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","43.87","Stake"
"0x53eaedcf0a1afb3a33504f436c6e35d8c604532e2c544fd32ecb3146e5a6bf21","14210423","1644924280","2022-02-15 11:24:40","0x24c0019d5e632501afc98b47b8d0fcdaedc61734","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","22.125138883","Stake"
"0x53eaedcf0a1afb3a33504f436c6e35d8c604532e2c544fd32ecb3146e5a6bf21","14210423","1644924280","2022-02-15 11:24:40","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","22.125138883","Stake"
"0x005eb27b231e4be70955a44175e218a4d5a5acb6f26b2f472052363fb344bb77","14210423","1644924280","2022-02-15 11:24:40","0x796dab903a1e0140b2625899b0361d85d05eaf0f","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","43.99592023","Stake"
"0x005eb27b231e4be70955a44175e218a4d5a5acb6f26b2f472052363fb344bb77","14210423","1644924280","2022-02-15 11:24:40","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","43.99592023","Stake"
"0xd00cf98351b73121863ce27dd37cf1e4c1fbaa7896f3afb99e22b065aa3e1428","14210426","1644924391","2022-02-15 11:26:31","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x24c0019d5e632501afc98b47b8d0fcdaedc61734","43.906375568","Multicall"
"0x68c6d9b3f43a70fff9f5dd010526dd6667eed4be6cab91e25bfab0d03c76165f","14210426","1644924391","2022-02-15 11:26:31","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","0x0000000000005117dd3a72e64a705198753fdd54","26.017346497","-"
"0x68c6d9b3f43a70fff9f5dd010526dd6667eed4be6cab91e25bfab0d03c76165f","14210426","1644924391","2022-02-15 11:26:31","0x0000000000005117dd3a72e64a705198753fdd54","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","26.017346497","-"
"0xa38b4ede21c65d13b88ab7843e2266f16e0d9334d1ab58132d02246d7e7766f7","14210429","1644924430","2022-02-15 11:27:10","0xfd73b58176d245aaed07a16361ebf4484016883f","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","58.91982751","Wrap From BTRFLY"
"0xa38b4ede21c65d13b88ab7843e2266f16e0d9334d1ab58132d02246d7e7766f7","14210429","1644924430","2022-02-15 11:27:10","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","58.91982751","Wrap From BTRFLY"
"0xfcb1a71c94239d06300db1657fa74b4a130812114c06fe9d69958b37380aee7c","14210429","1644924430","2022-02-15 11:27:10","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x3961239ed0f5bd6d9b6c9cff23a0a63e0e8ccebf","0.879697079","Multicall"
"0x5da6947854fcc0f8a58a3350d0d64108664b76c130844aa5974d4e9459ba4259","14210437","1644924540","2022-02-15 11:29:00","0x3961239ed0f5bd6d9b6c9cff23a0a63e0e8ccebf","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0.879697079","Stake"
"0x5da6947854fcc0f8a58a3350d0d64108664b76c130844aa5974d4e9459ba4259","14210437","1644924540","2022-02-15 11:29:00","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0.879697079","Stake"
"0xe127af73b3748828981c6e68a27e2f51fe36638591c0f67d8a617c46f5ea977c","14210452","1644924743","2022-02-15 11:32:23","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0xd68e2193a56057bad8635140a7fe1ee5d6ac63d3","1.045023215","Multicall"
"0x2cd5d5ff8cc4b15ace091c9cf36252761447613c241e42269fe1bd70e939c62c","14210470","1644925037","2022-02-15 11:37:17","0x24c0019d5e632501afc98b47b8d0fcdaedc61734","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","43.906375568","Stake"
"0x2cd5d5ff8cc4b15ace091c9cf36252761447613c241e42269fe1bd70e939c62c","14210470","1644925037","2022-02-15 11:37:17","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","43.906375568","Stake"
"0xe2f44a3eb41fe4d179abf17dba8e624d3b43445af7668d205d6f7a0f01600b3f","14210482","1644925149","2022-02-15 11:39:09","0xd68e2193a56057bad8635140a7fe1ee5d6ac63d3","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","1.045023215","Stake"
"0xe2f44a3eb41fe4d179abf17dba8e624d3b43445af7668d205d6f7a0f01600b3f","14210482","1644925149","2022-02-15 11:39:09","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","1.045023215","Stake"
"0x6323566c0424722a5c26de0227d3cbede30b977b6c0d3d19c3267c5d599e949f","14210483","1644925158","2022-02-15 11:39:18","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0xd374716064679f3254aa34324914ab64d7255ee0","23.063665469","Unstake"
"0x65879076a6827ca3e02e6a2d3cc07e473da427d1b2af17e5729ec20148829166","14210496","1644925320","2022-02-15 11:42:00","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","17.43920064","-"
"0xf4e1c119466801360c280c295829326d2cbf2d4bf028981783a3694cd9434f5e","14210500","1644925451","2022-02-15 11:44:11","0xd374716064679f3254aa34324914ab64d7255ee0","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","23.063665469","Uniswap V3Swap"
"0x0c4fedef55cd0d37cedcedfda08676e196cb2a6ec5dfed90a0d57620d261563e","14210505","1644925475","2022-02-15 11:44:35","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0xdf0692e287a763e5c011cc96ee402994c6dd246e","4.174285728","Unstake"
"0x84e51d0da7840bc5656749f1044b4cd7650c334be711cbc7ddaa85271733e9d0","14210511","1644925529","2022-02-15 11:45:29","0x737119790f6e0f85451ab200759f8efa144dcd43","0xb0221a7f7e37146223eb5fa737391fb930ce9690","0.429953851","Redeem"
"0x5ecb0b495052c90daf472676bebca63e5d002fef6b762882fcaecf1266ee3012","14210519","1644925583","2022-02-15 11:46:23","0xb0221a7f7e37146223eb5fa737391fb930ce9690","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0.429953851","Stake"
"0x5ecb0b495052c90daf472676bebca63e5d002fef6b762882fcaecf1266ee3012","14210519","1644925583","2022-02-15 11:46:23","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0.429953851","Stake"
"0x003df76c10f608a702663f7310483d31a0154105e5e9cb9e9c4c8fd09b6af7a5","14210522","1644925657","2022-02-15 11:47:37","0xdf0692e287a763e5c011cc96ee402994c6dd246e","0xe9ab8038ee6dd4fcc7612997fe28d4e22019c4b4","4.174285728","Swap Exact Tokens For ETH"
"0xa4355dd4f32922973b7b66f49179a1ec1a12e2aadb0e57161127a1837183cb7b","14210535","1644925926","2022-02-15 11:52:06","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x39030a8ff6e9952b8dfc6d09b5f2b2fedae25a49","1.5","Multicall"
"0x3bb505691059be38e0c815bd5a868ea006435708abf040b2fa143451186ade40","14210538","1644925971","2022-02-15 11:52:51","0x39030a8ff6e9952b8dfc6d09b5f2b2fedae25a49","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","1.5","Stake"
"0x3bb505691059be38e0c815bd5a868ea006435708abf040b2fa143451186ade40","14210538","1644925971","2022-02-15 11:52:51","0xc0840ec5527d3e70d66ae6575642916f3fd18adf","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","1.5","Stake"
"0x5953f946a0cc5fcf094b6231db405c02c90926aa2288bf5c10b2fb6a609e0e3f","14210582","1644926610","2022-02-15 12:03:30","0xdf9ab3c649005ebfdf682d2302ca1f673e0d37a2","0x22f9dcf4647084d6c31b2765f6910cd85c178c18","9.176989997","-"
"0x5953f946a0cc5fcf094b6231db405c02c90926aa2288bf5c10b2fb6a609e0e3f","14210582","1644926610","2022-02-15 12:03:30","0x22f9dcf4647084d6c31b2765f6910cd85c178c18","0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3","0.027421175","-"
"0x5953f946a0cc5fcf094b6231db405c02c90926aa2288bf5c10b2fb6a609e0e3f","14210582","1644926610","2022-02-15 12:03:30","0x22f9dcf4647084d6c31b2765f6910cd85c178c18","0x8239ff474f8feb594d2596f8bf257e72ec678505","9.149568822","-"
"0xe35b263d45f39a1a35c96a55868cbea77fb6350f6a6e2bc778179b8e0cdacb4b","14210583","1644926615","2022-02-15 12:03:35","0x737119790f6e0f85451ab200759f8efa144dcd43","0xcb927731f27898b30ad85964f9c5b784772cb924","2.999515146","Redeem"
"0xc8b52145db4d14dad23348d6d765a0ab818ad9d79ad4f90230e0bbdf7e0a1345","14210590","1644926680","2022-02-15 12:04:40","0xbde4dfb0dbb0dd8833efb6c5bd0ce048c852c487","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","22.79386875","Unwrap To BTRFLY"
"0xc8b52145db4d14dad23348d6d765a0ab818ad9d79ad4f90230e0bbdf7e0a1345","14210590","1644926680","2022-02-15 12:04:40","0x4b16d95ddf1ae4fe8227ed7b7e80cf13275e61c9","0xfd73b58176d245aaed07a16361ebf4484016883f","22.79386875","Unwrap To BTRFLY"
